image_name,car_x_norm,car_y_norm,car_w_norm,car_h_norm,road_x_norm,road_y_norm,road_w_norm,road_h_norm
frame_0.png,0.0,0.0,0.0,0.0,0.0625,0.46875,0.4479166666666667,0.40625
frame_1.png,0.0,0.0,0.0,0.0,0.0,0.3958333333333333,0.5104166666666666,0.5625
frame_2.png,0.0,0.0,0.0,0.0,0.0,0.3229166666666667,0.5104166666666666,0.5520833333333334
frame_3.png,0.0,0.0,0.0,0.0,0.0,0.25,0.5104166666666666,0.625
frame_4.png,0.0,0.0,0.0,0.0,0.0,0.4479166666666667,0.5104166666666666,0.4270833333333333
frame_5.png,0.0,0.0,0.0,0.0,0.0,0.4375,0.5208333333333334,0.4375
frame_6.png,0.0,0.0,0.0,0.0,0.0,0.40625,0.5208333333333334,0.46875
frame_7.png,0.0,0.0,0.0,0.0,0.0,0.375,0.5208333333333334,0.5
frame_8.png,0.0,0.0,0.0,0.0,0.0,0.34375,0.53125,0.53125
frame_9.png,0.0,0.0,0.0,0.0,0.0,0.3020833333333333,0.53125,0.5729166666666666
frame_10.png,0.0,0.0,0.0,0.0,0.0,0.2708333333333333,0.5416666666666666,0.6041666666666666
frame_11.png,0.0,0.0,0.0,0.0,0.0,0.23958333333333334,0.5520833333333334,0.6354166666666666
frame_12.png,0.0,0.0,0.0,0.0,0.0,0.19791666666666666,0.5520833333333334,0.6770833333333334
frame_13.png,0.0,0.0,0.0,0.0,0.0,0.15625,0.5625,0.71875
frame_14.png,0.0,0.0,0.0,0.0,0.0,0.125,0.5729166666666666,0.75
frame_15.png,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.5833333333333334,0.7916666666666666
frame_16.png,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.59375,0.8333333333333334
frame_17.png,0.0,0.0,0.0,0.0,0.0,0.0,0.6041666666666666,0.875
frame_18.png,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.875
frame_19.png,0.0,0.0,0.0,0.0,0.0,0.0,0.6354166666666666,0.875
frame_20.png,0.0,0.0,0.0,0.0,0.052083333333333336,0.0,0.59375,0.875
frame_21.png,0.0,0.0,0.0,0.0,0.14583333333333334,0.0,0.5208333333333334,0.875
frame_22.png,0.0,0.0,0.0,0.0,0.22916666666666666,0.0,0.4479166666666667,0.875
frame_23.png,0.0,0.0,0.0,0.0,0.2916666666666667,0.0,0.40625,0.875
frame_24.png,0.0,0.0,0.0,0.0,0.3541666666666667,0.0,0.3541666666666667,0.875
frame_25.png,0.0,0.0,0.0,0.0,0.40625,0.0,0.3125,0.875
frame_26.png,0.0,0.0,0.0,0.0,0.4166666666666667,0.0,0.3125,0.875
frame_27.png,0.0,0.0,0.0,0.0,0.4166666666666667,0.0,0.3229166666666667,0.875
frame_28.png,0.0,0.0,0.0,0.0,0.4166666666666667,0.0,0.3333333333333333,0.875
frame_29.png,0.0,0.0,0.0,0.0,0.4166666666666667,0.0,0.34375,0.875
frame_30.png,0.0,0.0,0.0,0.0,0.4166666666666667,0.0,0.34375,0.875
frame_31.png,0.0,0.0,0.0,0.0,0.4166666666666667,0.0,0.34375,0.875
frame_32.png,0.0,0.0,0.0,0.0,0.4166666666666667,0.0,0.34375,0.875
frame_33.png,0.0,0.0,0.0,0.0,0.4166666666666667,0.0,0.34375,0.875
frame_34.png,0.4791666666666667,0.7083333333333334,0.041666666666666664,0.08333333333333333,0.4166666666666667,0.0,0.34375,0.875
frame_35.png,0.4791666666666667,0.7083333333333334,0.041666666666666664,0.08333333333333333,0.4166666666666667,0.0,0.34375,0.875
frame_36.png,0.4791666666666667,0.7083333333333334,0.041666666666666664,0.08333333333333333,0.4166666666666667,0.0,0.3333333333333333,0.875
frame_37.png,0.4791666666666667,0.7083333333333334,0.041666666666666664,0.08333333333333333,0.4166666666666667,0.0,0.3333333333333333,0.875
frame_38.png,0.4791666666666667,0.7083333333333334,0.041666666666666664,0.08333333333333333,0.4166666666666667,0.0,0.3229166666666667,0.875
frame_39.png,0.4791666666666667,0.7083333333333334,0.041666666666666664,0.08333333333333333,0.4166666666666667,0.0,0.3125,0.875
frame_40.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.09375,0.4270833333333333,0.0,0.3020833333333333,0.875
frame_41.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.09375,0.4270833333333333,0.0,0.2916666666666667,0.875
frame_42.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.09375,0.4270833333333333,0.0,0.28125,0.875
frame_43.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.4270833333333333,0.0,0.28125,0.875
frame_44.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.4270833333333333,0.0,0.2708333333333333,0.875
frame_45.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.4270833333333333,0.0,0.2708333333333333,0.875
frame_46.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.4270833333333333,0.0,0.2604166666666667,0.875
frame_47.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.4270833333333333,0.0,0.2604166666666667,0.875
frame_48.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.4270833333333333,0.0,0.25,0.875
frame_49.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.4270833333333333,0.0,0.23958333333333334,0.875
frame_50.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.4270833333333333,0.0,0.22916666666666666,0.875
frame_51.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.4270833333333333,0.0,0.22916666666666666,0.875
frame_52.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.4270833333333333,0.0,0.21875,0.875
frame_53.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.4270833333333333,0.0,0.21875,0.875
frame_54.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.4166666666666667,0.0,0.22916666666666666,0.875
frame_55.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.4166666666666667,0.0,0.22916666666666666,0.875
frame_56.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.40625,0.0,0.23958333333333334,0.875
frame_57.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.40625,0.0,0.23958333333333334,0.875
frame_58.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.3958333333333333,0.0,0.25,0.875
frame_59.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.3958333333333333,0.0,0.25,0.875
frame_60.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.3854166666666667,0.0,0.2604166666666667,0.875
frame_61.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.3854166666666667,0.0,0.2604166666666667,0.875
frame_62.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.375,0.0,0.2708333333333333,0.875
frame_63.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.375,0.0,0.2708333333333333,0.875
frame_64.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.375,0.0,0.2708333333333333,0.875
frame_65.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.3645833333333333,0.0,0.28125,0.875
frame_66.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.3645833333333333,0.0,0.28125,0.875
frame_67.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.3645833333333333,0.0,0.28125,0.875
frame_68.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.3645833333333333,0.0,0.28125,0.875
frame_69.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.3541666666666667,0.0,0.2916666666666667,0.875
frame_70.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.34375,0.0,0.3020833333333333,0.875
frame_71.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.34375,0.0,0.3020833333333333,0.875
frame_72.png,0.3125,0.0,0.041666666666666664,0.08333333333333333,0.34375,0.0,0.3020833333333333,0.875
frame_73.png,0.3125,0.0,0.041666666666666664,0.09375,0.3333333333333333,0.0,0.3125,0.875
frame_74.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.3333333333333333,0.0,0.3020833333333333,0.875
frame_75.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.3125,0.0,0.3229166666666667,0.875
frame_76.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.0,0.0,0.6354166666666666,0.875
frame_77.png,0.3229166666666667,0.041666666666666664,0.041666666666666664,0.09375,0.0,0.0,0.6354166666666666,0.875
frame_78.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.0,0.0,0.6354166666666666,0.875
frame_79.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.0,0.0,0.6354166666666666,0.875
frame_80.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.0,0.0,0.6354166666666666,0.875
frame_81.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.0,0.0,0.625,0.875
frame_82.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.0,0.0,0.625,0.875
frame_83.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.0,0.0,0.6354166666666666,0.875
frame_84.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.09375,0.0,0.5625,0.875
frame_85.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.15625,0.0,0.5208333333333334,0.875
frame_86.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.19791666666666666,0.0,0.5,0.875
frame_87.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.20833333333333334,0.0,0.5,0.875
frame_88.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.21875,0.0,0.5,0.875
frame_89.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.20833333333333334,0.0,0.5208333333333334,0.875
frame_90.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.1875,0.0,0.5416666666666666,0.875
frame_91.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.17708333333333334,0.0,0.5625,0.875
frame_92.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.16666666666666666,0.0,0.5729166666666666,0.875
frame_93.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.15625,0.0,0.59375,0.875
frame_94.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.14583333333333334,0.0,0.6041666666666666,0.875
frame_95.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.13541666666666666,0.0,0.625,0.875
frame_96.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.13541666666666666,0.0,0.625,0.875
frame_97.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.125,0.0,0.6354166666666666,0.875
frame_98.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.125,0.0,0.6458333333333334,0.875
frame_99.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.125,0.0,0.6458333333333334,0.875
frame_100.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.125,0.0,0.65625,0.875
frame_101.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.125,0.0,0.6666666666666666,0.875
frame_102.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.11458333333333333,0.0,0.6770833333333334,0.875
frame_103.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.11458333333333333,0.0,0.6770833333333334,0.875
frame_104.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.11458333333333333,0.0,0.6875,0.875
frame_105.png,0.5520833333333334,0.3333333333333333,0.041666666666666664,0.09375,0.11458333333333333,0.0,0.6875,0.875
frame_106.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.10416666666666667,0.0,0.7083333333333334,0.875
frame_107.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.10416666666666667,0.0,0.7083333333333334,0.875
frame_108.png,0.5625,0.375,0.041666666666666664,0.09375,0.10416666666666667,0.0,0.7083333333333334,0.875
frame_109.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.10416666666666667,0.0,0.71875,0.875
frame_110.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.10416666666666667,0.0,0.71875,0.875
frame_111.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.09375,0.0,0.7291666666666666,0.875
frame_112.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.09375,0.0,0.7395833333333334,0.875
frame_113.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.09375,0.0,0.7395833333333334,0.875
frame_114.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.09375,0.0,0.7395833333333334,0.875
frame_115.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.09375,0.0,0.75,0.875
frame_116.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.09375,0.0,0.75,0.875
frame_117.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.09375,0.0,0.75,0.875
frame_118.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.09375,0.0,0.75,0.875
frame_119.png,0.4791666666666667,0.6979166666666666,0.041666666666666664,0.10416666666666667,0.09375,0.0,0.75,0.875
